Year,OBS_STATUS,UNIT_MULT,SDG Series,Reference area,Unit of measure,Value
2016,A,0,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,49.6
2017,A,0,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,63.2
2018,A,0,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,64.3
2019,A,0,Proportion of domestic budget funded by domestic taxes [17.1.2],,Percent,75.6
